STT,Mã CK,Tên công ty,Sàn CK,"4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Kiểm toán, ĐVT: VND]","4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Chưa kiểm toán, ĐVT: VND]","A. TÀI SẢN NGẮN HẠN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Nợ ngắn hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","IV. Hàng tồn kho[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","1. Doanh thu bán hàng và cung cấp dịch vụ [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","3. Doanh thu thuần về bán hàng và cung cấp dịch vụ[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","III. Các khoản phải thu ngắn hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Các khoản phải thu dài hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","A. NỢ PHẢI TRẢ[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Vốn chủ sở hữu[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","II. Tài sản cố định[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","TỔNG CỘNG NGUỒN VỐN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","11. Lợi nhuận sau thuế chưa phân phối[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","TỔNG CỘNG TÀI SẢN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","   Trong đó :Chi phí lãi vay[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Chi phí lãi vay[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Khấu hao TSCĐ và BĐSĐT[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Giá vốn hàng bán/Doanh thu thuần[Năm: 2021, ĐVT: %]","Tỷ số thanh toán nhanh[Năm: 2021, ĐVT: Lần]","Tỷ số thanh toán hiện hành (ngắn hạn)[Năm: 2021, ĐVT: Lần]","Khả năng thanh toán lãi vay[Năm: 2021, ĐVT: Lần]","Tăng trưởng  doanh thu thuần[Năm: 2021, ĐVT: %]","Tăng trưởng tổng tài sản[Năm: 2021, ĐVT: %]","Tăng trưởng vốn chủ sở hữu[Năm: 2021, ĐVT: %]","Tăng trưởng lợi nhuận trước thuế [Năm: 2021, ĐVT: %]","Tăng trưởng  lợi nhuận gộp[Năm: 2021, ĐVT: %]","Lợi nhuận trước thuế và lãi vay (EBIT)[Năm: 2021, ĐVT: đồng]","Lợi nhuận trước thuế, lãi vay và khấu hao (EBITDA)[Năm: 2021, ĐVT: đồng]","Tỷ số dòng tiền HĐKD trên doanh thu thuần[Năm: 2021, ĐVT: %]",Ngành NAICS cấp 1,Ngày giao dịch đầu tiên
812,ITD,CTCP Công nghệ Tiên Phong,HOSE,"267,932,921,272 ","267,932,921,272 ","268,017,833,736 ","556,982,708,978 ","227,942,213,368 ","67,668,084,242 ","363,194,253,088 ","363,150,690,088 ","326,861,522,063 ","16,000,000 ","236,650,949,533 ","390,607,261,595 ","62,407,233,652 ","627,258,211,128 ","85,297,657,447 ","627,258,211,128 ","2,718,069,513 ","2,718,069,513 ","7,459,040,525 ",73.78 ,2.15 ,2.44 ,27.88 ,(39.00),5.72 ,15.28 ,17.15 ,(39.37),"75,774,313,404 ","83,233,353,929 ",12.37 ,Công nghệ và thông tin,20-12-2011
813,ITQ,CTCP Tập đoàn Thiên Quang,HNX,"634,902,139,394 ","634,902,139,394 ","634,902,139,394 ","397,758,776,521 ","234,417,321,874 ","191,434,661,149 ","689,036,600,819 ","685,958,528,892 ","178,727,121,101 ",,"235,229,321,874 ","270,401,245,002 ","97,137,573,265 ","505,630,566,876 ","19,260,525,014 ","505,630,566,876 ","4,287,450,058 ",,,92.56 ,0.88 ,1.70 ,4.70 ,51.43 ,32.84 ,6.07 ,534.86 ,81.49 ,"20,149,042,002 ","31,176,894,571 ",6.94 ,Sản xuất,01-10-2012
814,ITS,CTCP Đầu tư Thương mại và Dịch vụ - Vinacomin,UPCOM,"1,420,255,847,537 ","1,420,255,847,537 ","1,407,030,533,267 ","853,462,327,866 ","912,859,600,119 ","40,774,561,142 ","1,460,350,808,218 ","1,460,350,808,218 ","768,552,416,619 ",,"913,856,992,619 ","276,995,210,659 ","5,689,211,279 ","1,190,852,203,278 ","13,071,935,497 ","1,190,852,203,278 ","49,768,908,364 ","49,768,908,364 ","3,070,993,577 ",97.25 ,0.89 ,0.93 ,1.39 ,(19.22),(0.21),4.69 ,27.53 ,(18.88),"69,358,499,120 ","72,429,492,697 ",(20.85),Khai khoáng,18-12-2015
815,JOS,CTCP Chế biến Thủy sản xuất khẩu Minh Hải,UPCOM,"148,297,023,073 ","148,297,023,073 ","148,040,061,181 ","57,946,030,840 ","561,654,499,586 ","23,500,908,668 ","156,084,018,516 ","156,084,018,516 ","32,510,115,289 ",,"561,654,499,586 ","(306,956,276,370)","2,841,471,430 ","254,698,223,216 ","(563,837,331,122)","254,698,223,216 ","30,368,813,319 ","30,368,813,319 ","1,493,991,624 ",95.01 ,0.06 ,0.10 ,(0.31),(55.84),3.81 ,(214.89),(265.24),(73.22),"(9,423,683,710)","(7,929,692,086)",1.08 ,Sản xuất,28-07-2017
816,JSC,CTCP Đầu tư và Xây dựng Cầu đường Hà Nội,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xây dựng và Bất động sản,22-04-2010
817,JVC,CTCP Thiết bị Y tế Việt Nhật,HOSE,"350,699,081,977 ","350,699,081,977 ","338,381,102,824 ","321,081,150,374 ","164,591,359,528 ","70,793,520,000 ","391,488,367,426 ","391,228,034,092 ","115,137,485,486 ","45,853,470,500 ","175,552,309,812 ","424,976,322,009 ","160,395,373,420 ","600,528,631,821 ","(1,121,752,247,466)","600,528,631,821 ","4,317,812,060 ","4,317,812,060 ","83,795,304,230 ",89.64 ,1.52 ,1.95 ,(5.82),(4.91),(4.33),(6.54),(138.45),13.04 ,"(25,128,938,343)","58,666,365,887 ",10.76 ,Bán buôn,21-06-2011
818,KAC,CTCP Đầu tư Địa ốc Khang An,UPCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xây dựng và Bất động sản,16-09-2019
819,KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,HOSE,"1,778,965,961,226 ","1,778,965,961,226 ","1,842,829,941,803 ","25,684,222,720,417 ","6,511,120,826,191 ","11,515,237,946,621 ","4,245,981,967,388 ","4,245,981,967,388 ","9,345,615,937,801 ","1,489,805,463,863 ","14,432,620,910,944 ","16,171,359,131,559 ","248,553,074,644 ","30,603,980,042,503 ","5,098,791,537,715 ","30,603,980,042,503 ","480,600,549,118 ","535,939,120,876 ","75,692,369,658 ",41.90 ,2.18 ,3.94 ,3.84 ,97.40 ,28.66 ,51.80 ,200.97 ,258.04 ,"1,844,503,040,721 ","1,920,195,410,379 ",(29.02),Xây dựng và Bất động sản,18-12-2009
820,KBE,CTCP Sách Thiết bị Trường học Kiên Giang,OTC,"93,181,679,988 ","93,181,679,988 ",,"35,944,240,609 ","24,039,301,006 ","24,143,568,099 ","116,787,122,787 ","112,606,405,938 ","9,662,483,675 ",,"24,039,301,006 ","20,707,989,431 ","7,929,460,634 ","44,747,290,437 ","6,613,929,431 ","44,747,290,437 ","311,940,531 ","371,940,531 ","536,526,462 ",82.75 ,0.49 ,1.50 ,8.04 ,(6.49),27.34 ,(3.98),(44.06),(15.28),"2,508,051,594 ","3,044,578,056 ",(8.37),Công nghệ và thông tin,01-03-2010
821,KBT,CTCP Gạch ngói Kiên Giang,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sản xuất,29-07-2010
822,KCB,CTCP khoáng Sản và Luyện Kim Cao Bằng,UPCOM,"86,439,943,208 ","86,439,943,208 ",,"73,498,515,300 ","23,220,731,954 ","7,295,446,014 ","123,690,189,979 ","123,690,189,979 ","40,192,877,641 ","1,130,178,510 ","24,898,731,954 ","77,072,249,861 ","22,390,251,172 ","109,622,141,418 ","(9,262,430,400)","109,622,141,418 ","645,464,402 ","645,464,402 ","5,569,562,144 ",69.88 ,2.85 ,3.17 ,29.78 ,104.03 ,13.41 ,31.75 ,812.48 ,286.69 ,"19,219,652,964 ","24,789,215,108 ",24.93 ,Khai khoáng,01-12-2015
823,KCE,CTCP Bê tông Ly tâm Điện Lực Khánh Hòa,UPCOM,"29,059,561,653 ","29,059,561,653 ",,"19,980,219,962 ","4,817,933,171 ","9,513,675,189 ","35,200,983,432 ","35,077,219,358 ","6,424,207,905 ","18,338,000 ","4,817,933,171 ","28,510,598,626 ","13,226,845,902 ","33,328,531,797 ","985,474,414 ","33,328,531,797 ","63,108,314 ","63,108,314 ","2,311,566,493 ",82.84 ,2.17 ,4.15 ,19.45 ,(31.62),(5.91),(5.20),(61.62),(39.16),"1,227,227,820 ","3,538,794,313 ",(3.80),Sản xuất,08-02-2011
824,KDC,CTCP Tập đoàn KIDO,HOSE,"8,445,849,542,191 ","8,445,849,542,191 ","8,447,569,980,105 ","7,013,592,235,348 ","5,397,243,052,107 ","2,494,656,323,857 ","10,675,274,452,835 ","10,496,864,470,758 ","2,552,304,855,441 ","64,433,132,352 ","7,178,062,904,992 ","6,894,642,652,941 ","2,540,831,124,748 ","14,072,705,557,933 ","1,790,232,958,705 ","14,072,705,557,933 ","177,888,774,790 ","180,436,774,787 ","267,241,664,400 ",80.46 ,0.84 ,1.30 ,4.87 ,26.11 ,13.96 ,(10.45),65.31 ,16.21 ,"865,718,231,966 ","1,132,959,896,366 ",(0.20),Sản xuất,12-12-2005
825,KDF,CTCP Thực phẩm Đông lạnh KIDO,KHÁC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sản xuất,28-09-2017
826,KDH,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,HOSE,"1,944,624,143,000 ","1,944,624,143,000 ","1,945,422,166,000 ","13,420,987,203,000 ","2,253,779,902,000 ","7,732,759,352,000 ","3,746,129,199,000 ","3,738,367,541,000 ","4,205,634,873,000 ","78,553,178,000 ","4,151,494,323,000 ","10,221,204,890,000 ","40,340,244,000 ","14,372,699,213,000 ","2,341,800,132,000 ","14,372,699,213,000 ","15,928,769,000 ","15,928,769,000 ","10,476,059,000 ",52.02 ,2.52 ,5.95 ,97.68 ,(17.51),3.14 ,25.29 ,5.59 ,(8.65),"1,555,910,962,000 ","1,566,387,021,000 ",(53.76),Xây dựng và Bất động sản,01-02-2010
827,KDM,CTCP Tập Đoàn GCL,HNX,"20,039,400,000 ","20,039,400,000 ","20,039,400,000 ","67,733,642,275 ","4,636,472,453 ",,"21,207,000,000 ","21,207,000,000 ","65,545,601,000 ","14,281,922,000 ","4,636,472,453 ","77,640,835,037 ","261,743,215 ","82,277,307,490 ","6,640,835,037 ","82,277,307,490 ",,,,94.49 ,14.61 ,14.61 ,0.00 ,61.68 ,(17.68),(0.32),(126.91),(6.40),"(51,721,766)","391,962,745 ",(20.82),Bán buôn,29-03-2016
828,KGM,CTCP Xuất nhập khẩu Kiên Giang,UPCOM,"4,310,955,371,377 ","4,310,955,371,377 ","4,310,955,371,377 ","707,273,162,944 ","646,128,719,474 ","288,135,187,139 ","4,629,239,043,081 ","4,625,435,642,512 ","358,183,126,196 ","48,000,000 ","646,128,719,474 ","270,783,900,766 ","153,073,676,809 ","916,912,620,240 ","13,827,318,819 ","916,912,620,240 ","21,289,570,879 ","21,289,570,879 ","25,188,450,959 ",93.20 ,0.65 ,1.09 ,1.84 ,30.14 ,0.70 ,(3.56),(31.92),11.61 ,"39,095,359,719 ","64,283,810,678 ",(7.18),Sản xuất,21-09-2017
829,KGU,CTCP Phát triển Đô thị Kiên Giang,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiện ích,26-06-2017
830,KHA,CTCP Đầu tư và Dịch vụ Khánh Hội,UPCOM,"10,684,403,133 ","10,684,403,133 ","11,894,387,232 ","420,388,375,754 ","225,742,778,364 ","131,732,773 ","37,560,691,125 ","37,560,691,125 ","139,475,961,478 ",,"226,543,792,364 ","308,673,067,280 ","9,422,809,622 ","535,216,859,644 ","44,145,763,906 ","535,216,859,644 ","486,518,082 ","486,518,082 ","2,622,101,068 ",28.45 ,1.86 ,1.86 ,59.23 ,(28.87),75.31 ,8.18 ,(47.44),(29.15),"28,816,161,223 ","31,438,262,291 ",259.16 ,Xây dựng và Bất động sản,11-05-2018
831,KHB,CTCP Khoáng sản Hòa Bình,OTC,"189,000,000 ","189,000,000 ","189,000,000 ","1,127,134,594 ","67,584,334,247 ",,"191,100,000 ","191,100,000 ","817,207,999 ","153,450,000,000 ","67,584,334,247 ","143,352,922,136 ",,"210,937,256,383 ","(148,998,034,318)","210,937,256,383 ",,,,98.90 ,0.02 ,0.02 ,0.00 ,(33.48),,(0.14),(174.43),(53.80),"(202,284,151)","(202,284,151)",(74.28),Khai khoáng,28-06-2019
832,KHD,CTCP Khai thác Chế biến Khoáng sản Hải Dương,UPCOM,"51,598,766,386 ","51,598,766,386 ",,"14,594,383,512 ","26,470,904,240 ","1,875,876,729 ","64,465,486,400 ","64,465,486,400 ","2,950,265,730 ","13,370,968,026 ","33,614,970,870 ","42,633,653,559 ","31,088,820,059 ","76,248,624,429 ","10,004,439,139 ","76,248,624,429 ","167,568,293 ","167,568,293 ","4,949,268,202 ",80.04 ,0.48 ,0.55 ,3.29 ,(19.21),(15.59),(1.06),(95.10),(15.84),"550,596,383 ","5,499,864,585 ",9.42 ,Sản xuất,22-12-2016
833,KHG,CTCP Tập đoàn Khải Hoàn Land,HOSE,"706,593,442,384 ","706,593,442,384 ","706,593,442,384 ","2,180,695,146,285 ","1,178,775,386,836 ","394,782,593,511 ","1,288,142,192,101 ","1,288,142,192,101 ","1,217,839,883,792 ","4,026,170,382,211 ","1,722,961,775,729 ","4,697,378,283,250 ","198,615,707 ","6,420,340,058,979 ","571,579,078,250 ","6,420,340,058,979 ","53,733,902,196 ","58,905,076,008 ","126,941,042 ",54.85 ,1.52 ,1.85 ,10.63 ,325.17 ,170.84 ,167.19 ,326.79 ,306.39 ,"571,015,679,921 ","571,142,620,963 ",(193.26),Xây dựng và Bất động sản,19-07-2021
834,KHL,CTCP Khoáng Sản Và Vật Liệu Xây Dựng Hưng Long,UPCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sản xuất,08-06-2018
835,KHP,CTCP Điện lực Khánh Hòa,HOSE,"4,114,489,843,821 ","4,114,489,843,821 ","4,115,167,899,731 ","786,726,817,967 ","647,324,780,290 ","80,089,442,186 ","4,361,399,276,305 ","4,361,399,276,305 ","81,766,829,822 ","423,224,000 ","1,464,954,869,120 ","680,577,813,352 ","1,228,810,661,856 ","2,145,532,682,472 ","91,933,711,963 ","2,145,532,682,472 ","58,228,715,538 ","58,228,715,538 ","203,786,034,621 ",94.34 ,1.09 ,1.22 ,1.96 ,(4.62),5.76 ,2.69 ,(12.64),(20.62),"114,330,481,654 ","318,116,516,275 ",3.54 ,Tiện ích,27-12-2006
836,KHS,CTCP Kiên Hùng,HNX,"889,640,778,403 ","889,640,778,403 ","889,640,778,403 ","240,234,142,648 ","191,303,665,769 ","106,412,501,162 ","1,018,981,374,788 ","1,017,015,340,070 ","74,024,044,803 ",,"325,018,083,421 ","241,009,149,393 ","302,599,251,223 ","566,027,232,814 ","57,594,777,709 ","566,027,232,814 ","19,274,372,227 ","19,274,372,227 ","30,054,689,369 ",87.48 ,0.70 ,1.26 ,3.95 ,(14.09),(15.66),18.80 ,305.22 ,28.82 ,"76,129,807,896 ","106,184,497,265 ",18.94 ,Sản xuất,26-12-2017
837,KHW,CTCP Cấp thoát nước Khánh Hòa,UPCOM,"264,765,641,205 ","264,765,641,205 ","264,589,966,168 ","149,202,137,956 ","92,942,612,036 ","32,929,967,850 ","309,672,703,109 ","309,660,224,018 ","44,911,760,187 ",,"195,784,170,715 ","321,322,594,328 ","306,922,110,690 ","517,106,765,043 ","32,698,258,343 ","517,106,765,043 ","2,893,225,373 ","2,893,225,373 ","80,183,626,098 ",85.50 ,1.25 ,1.61 ,13.77 ,(12.10),(3.92),(1.52),(13.20),(2.76),"39,848,331,956 ","120,031,958,054 ",32.12 ,Tiện ích,20-02-2017
838,Kigitraco,CTCP Kinh doanh Nông Sản Kiên Giang,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán buôn,
839,KimAnh,CTCP Chè Kim Anh,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán buôn,
840,KimKhiBacThai,CTCP Kim khí Bắc Thái,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán buôn,
841,KinhDoLand,CTCP Địa Ốc Kinh Đô,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xây dựng và Bất động sản,
842,KIP,CTCP K.I.P Việt Nam,UPCOM,"272,924,679,420 ","272,924,679,420 ",,"231,913,910,710 ","118,929,536,629 ","180,656,207,473 ","321,658,748,825 ","319,340,605,597 ","28,173,654,959 ","256,717,121 ","135,574,667,265 ","185,813,459,545 ","88,626,822,797 ","321,388,126,810 ","10,500,255,336 ","321,388,126,810 ","3,135,276,838 ",,,85.47 ,0.43 ,1.95 ,4.46 ,21.02 ,23.44 ,4.06 ,354.82 ,22.47 ,"13,968,613,196 ","25,816,592,026 ",(4.06),Sản xuất,12-04-2016
843,KKC,CTCP Tập Đoàn Thành Thái,HNX,"332,360,651,401 ","332,360,651,401 ","332,360,651,401 ","263,516,498,914 ","200,674,586,809 ","52,101,230,488 ","349,643,463,787 ","349,643,463,787 ","61,205,200,913 ",,"200,674,586,809 ","73,524,072,673 ","5,739,019,880 ","274,198,659,482 ","22,797,399,094 ","274,198,659,482 ","2,954,776,068 ",,,95.06 ,1.05 ,1.31 ,3.44 ,(23.06),115.43 ,(2.95),(44.70),(13.28),"10,177,857,848 ","13,744,508,965 ",(37.14),Sản xuất,21-08-2008
844,KLF,CTCP Đầu tư Thương mại và Xuất nhập khẩu CFS,HNX,"1,412,294,156,532 ","1,412,294,156,532 ","1,412,294,156,532 ","930,852,545,966 ","647,085,821,837 ","39,297,579,772 ","1,427,012,729,275 ","1,426,713,380,729 ","642,324,930,906 ","1,173,372,354,875 ","647,520,478,788 ","1,736,396,720,088 ","853,864,240 ","2,383,917,198,876 ","80,787,025,572 ","2,383,917,198,876 ","48,353,382,735 ","48,353,382,735 ","2,910,656,376 ",98.99 ,1.38 ,1.44 ,1.18 ,5.69 ,4.21 ,0.39 ,54.31 ,(61.31),"56,873,085,964 ","59,783,742,340 ",10.54 ,Bán buôn,23-09-2013
845,KLM,CTCP Kim loại màu Nghệ Tĩnh,UPCOM,"55,929,095,559 ","55,929,095,559 ",,"9,165,174,886 ","24,774,314,036 ","5,456,492,568 ","52,080,991,358 ","52,080,991,358 ","2,008,031,944 ","5,689,338,725 ","27,930,223,301 ","12,978,674,723 ","2,819,144,849 ","40,908,898,024 ","(27,450,346,443)","40,908,898,024 ","249,497,306 ","249,497,306 ","804,233,494 ",107.39 ,0.15 ,0.37 ,(109.02),17.50 ,(31.33),(67.90),"(43,058.96)",(272.85),"(27,200,849,137)","(26,396,615,643)",(13.28),Khai khoáng,30-12-2019
846,KMF,CTCP Mirae Fiber,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sản xuất,14-12-2007
847,KMR,CTCP Mirae,HOSE,"418,958,572,811 ","418,958,572,811 ","418,863,758,478 ","788,809,707,350 ","450,149,312,216 ","596,830,235,711 ","494,512,891,008 ","494,512,891,008 ","156,939,288,518 ","122,000,000 ","457,038,359,501 ","617,944,895,180 ","265,305,613,998 ","1,074,983,254,681 ","27,838,495,433 ","1,074,983,254,681 ","12,624,041,548 ","12,778,153,321 ","53,742,296,603 ",84.72 ,0.43 ,1.75 ,2.85 ,18.61 ,(2.74),3.00 ,"1,091.69 ",35.13 ,"35,959,696,335 ","89,701,992,938 ",1.62 ,Sản xuất,30-06-2008
848,KMT,CTCP Kim khí Miền Trung,HNX,"2,432,148,706,965 ","2,432,148,706,965 ","2,432,148,706,965 ","683,767,844,836 ","625,848,394,332 ","30,193,148,722 ","2,524,065,728,295 ","2,523,925,376,489 ","644,958,966,435 ",,"625,848,394,332 ","135,854,641,310 ","48,473,522,816 ","761,703,035,642 ","21,241,949,804 ","761,703,035,642 ","36,897,017,819 ","36,897,017,819 ","1,972,478,099 ",96.36 ,1.04 ,1.09 ,1.47 ,31.83 ,10.02 ,7.86 ,70.62 ,8.04 ,"54,070,062,152 ","56,042,540,251 ",(1.65),Bán buôn,15-12-2010
849,KOS,CTCP KOSY,HOSE,"1,056,061,985,100 ","1,056,061,985,100 ","1,056,162,219,165 ","2,454,099,696,132 ","837,733,314,156 ","1,304,068,809,900 ","1,106,568,127,246 ","1,106,568,127,246 ","1,076,565,684,677 ","40,000,000 ","1,611,274,172,291 ","2,263,541,094,798 ","629,901,748,987 ","3,874,815,267,089 ","91,720,103,649 ","3,874,815,267,089 ","25,838,145,209 ","25,838,145,209 ","6,993,832,464 ",95.44 ,1.37 ,2.93 ,2.18 ,(15.44),76.25 ,95.36 ,(9.97),(35.47),"56,209,595,585 ","63,203,428,049 ",(25.93),Xây dựng và Bất động sản,08-12-2017
850,KPC,CTCP Đầu tư Sản xuất Thương mại Kim Phong,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán buôn,
851,KPF,CTCP Đầu tư tài sản Koji,HOSE,"19,366,734,804 ","19,366,734,804 ","19,366,734,804 ","967,468,245,565 ","15,429,479,817 ",,"53,861,558,827 ","53,861,558,827 ","961,497,991,478 ","133,705,600 ","315,429,479,817 ","755,673,169,034 ","34,473,539,807 ","1,071,102,648,851 ","123,260,249,194 ","1,071,102,648,851 ","148,813,042 ","148,813,042 ","(11,114,964,991)",35.96 ,62.70 ,62.70 ,590.07 ,34.65 ,(19.45),190.45 ,185.85 ,(9.47),"87,810,430,260 ","76,695,465,269 ","1,523.48 ","Dịch vụ chuyên môn, khoa học và công nghệ",02-03-2016
852,KSA,CTCP Công nghiệp khoáng sản Bình Thuận ,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khai khoáng,
853,KSB,CTCP Khoáng sản và Xây dựng Bình Dương,HOSE,"472,055,424,680 ","472,055,424,680 ","471,983,603,880 ","2,100,298,588,526 ","1,231,211,278,709 ","39,114,885,484 ","884,273,309,528 ","884,273,309,528 ","1,924,639,919,388 ","425,206,045,142 ","2,196,998,229,715 ","1,787,856,413,072 ","117,135,290,630 ","3,984,854,642,787 ","885,513,374,469 ","3,984,854,642,787 ","94,580,866,798 ","94,580,866,798 ","153,573,691,360 ",53.38 ,1.67 ,1.71 ,4.19 ,(33.13),1.53 ,12.87 ,(25.04),(31.65),"395,886,114,569 ","549,459,805,929 ",5.00 ,Khai khoáng,20-01-2010
854,KSC,CTCP Muối Khánh Hòa,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sản xuất,28-05-2010
855,KSD,CTCP Đầu tư DNA,HNX,"61,343,643,826 ","61,343,643,826 ","61,170,483,826 ","53,679,832,612 ","11,676,890,093 ","5,805,490,641 ","68,826,576,091 ","68,826,576,091 ","42,682,631,453 ","18,002,700,000 ","11,676,890,093 ","120,620,407,819 ","53,476,695,301 ","132,297,297,912 ","520,407,819 ","132,297,297,912 ",,,,89.13 ,4.10 ,4.60 ,0.00 ,465.91 ,27.26 ,18.90 ,211.04 ,657.51 ,"21,838,661,473 ","23,168,637,815 ",(9.73),Sản xuất,28-04-2010
856,KSE,CTCP Xuất khẩu Thủy sản Khánh Hòa,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sản xuất,11-08-2017
857,KSF,CTCP Tập đoàn KSFinance,HNX,"783,277,886,998 ","783,277,886,998 ","775,198,366,111 ","6,873,926,495,743 ","3,067,326,026,692 ","374,640,018,649 ","1,241,489,752,556 ","1,241,489,752,556 ","5,004,545,561,619 ","995,691,760,454 ","4,033,159,228,283 ","6,245,504,050,619 ","52,831,570,847 ","10,278,663,278,902 ","765,387,248,909 ","10,278,663,278,902 ","244,755,892,709 ","260,859,818,799 ","129,918,424,154 ",63.09 ,2.12 ,2.24 ,3.41 ,(14.32),(8.11),231.83 ,83.41 ,30.80 ,"835,729,372,341 ","965,647,796,495 ",254.08 ,Xây dựng và Bất động sản,06-10-2021
858,KSH,CTCP DAMAC GLS,UPCOM,,,,"526,029,015,260 ","16,651,332,580 ",,,,"525,494,154,514 ",,"16,651,332,580 ","509,378,348,790 ",,"526,029,681,370 ","(80,718,389,032)","526,029,681,370 ",,,,,31.59 ,31.59 ,0.00 ,(100.00),(0.04),,(99.99),(100.00),"6,735,027 ","6,735,027 ",,Khai khoáng,19-09-2019
859,KSK,CTCP Khoáng sản Luyện kim màu,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sản xuất,04-06-2020
860,KSQ,CTCP CNC Capital Việt Nam,HNX,"34,351,451,501 ","34,351,451,501 ","34,351,451,501 ","363,345,089,525 ","41,121,696,148 ",,"34,791,328,000 ","34,791,328,000 ","362,504,261,477 ",,"41,121,696,148 ","322,223,393,377 ",,"363,345,089,525 ","21,123,068,230 ","363,345,089,525 ","1,152,450,175 ","1,152,450,175 ",,98.74 ,8.84 ,8.84 ,5.09 ,(9.34),12.59 ,1.18 ,(37.91),155.13 ,"5,863,286,765 ","5,863,286,765 ",(721.27),Khai khoáng,26-07-2013
861,KSS,CTCP Khoáng sản Na Rì Hamico,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khai khoáng,04-01-2010
862,KST,CTCP KASATI,HNX,"71,316,990,834 ","71,316,990,834 ","71,314,990,834 ","90,562,341,946 ","35,417,893,801 ","7,178,580,504 ","88,354,630,161 ","87,993,219,902 ","38,285,161,202 ","2,106,075,320 ","35,417,893,801 ","66,657,958,903 ","3,859,181,437 ","102,075,852,704 ","14,905,586,698 ","102,075,852,704 ",,,"976,691,572 ",81.05 ,2.35 ,2.56 ,0.00 ,(62.43),(37.97),(2.46),(56.09),(39.76),"4,622,545,544 ","5,599,237,116 ",18.11 ,Công nghệ và thông tin,29-12-2010
